0	6.344E-5
1	6.6493501917E-5
2	6.9540311633E-5
3	7.2764321696E-5
4	7.5748353334E-5
5	7.8707952885E-5
6	8.1720788976E-5
7	8.4444032224E-5
8	8.6952147766E-5
9	8.9450381902E-5
10	9.1658709496E-5
11	9.405031034E-5
12	9.6269594452E-5
13	9.8521009865E-5
14	1.0055392848E-4
15	1.0264990055E-4
16	1.0466137588E-4
17	1.0655649902E-4
18	1.0838958336E-4
19	1.1011898927E-4
20	1.1189594814E-4
21	1.1359936646E-4
22	1.1516955919E-4
23	1.1683678987E-4
24	1.1833798368E-4
25	1.1988483182E-4
26	1.2143257365E-4
27	1.2289294425E-4
28	1.2430528302E-4
29	1.257427979E-4
30	1.270836779E-4
31	1.2849092633E-4
32	1.2991319869E-4
33	1.3123309169E-4
34	1.3259286653E-4
35	1.3385447814E-4
36	1.3516956582E-4
37	1.3651065313E-4
38	1.3783213972E-4
39	1.3905291096E-4
40	1.4037236226E-4
41	1.4161259012E-4
42	1.4281221031E-4
43	1.4401826965E-4
44	1.4517957105E-4
45	1.4640335389E-4
46	1.4754611197E-4
47	1.4875802573E-4
48	1.499007265E-4
49	1.5102779184E-4
50	1.5221523471E-4
51	1.533596179E-4
52	1.5439792091E-4
53	1.5557055126E-4
54	1.5663014069E-4
55	1.5780090965E-4
56	1.5889669448E-4
57	1.5994189689E-4
58	1.6102498554E-4
59	1.6206241445E-4
60	1.6308993269E-4
61	1.6415327387E-4
62	1.6518730765E-4
63	1.6625077685E-4
64	1.6730305225E-4
65	1.6831507169E-4
66	1.6934298448E-4
67	1.7034921493E-4
68	1.7137882542E-4
69	1.7237162551E-4
70	1.7339346299E-4
71	1.7436355816E-4
72	1.7539926391E-4
73	1.763950303E-4
74	1.7737375749E-4
75	1.7834327204E-4
76	1.792845401E-4
77	1.8027655137E-4
78	1.8121258754E-4
79	1.8218573508E-4
80	1.8310985694E-4
81	1.8405801679E-4
82	1.8494620306E-4
83	1.8589604139E-4
84	1.8683687835E-4
85	1.8775094208E-4
86	1.8871598915E-4
87	1.8960654672E-4
88	1.9057966681E-4
89	1.9147150174E-4
90	1.924180213E-4
91	1.9332489097E-4
92	1.9419914622E-4
93	1.9509842332E-4
94	1.960143895E-4
95	1.9692532993E-4
96	1.977672875E-4
97	1.9864483659E-4
98	1.9952023597E-4
99	2.0036204895E-4
100	2.0122773209E-4
101	2.0214308954E-4
102	2.0297952466E-4
103	2.0383412945E-4
104	2.0472311246E-4
105	2.0556787185E-4
106	2.0638275453E-4
107	2.0722470624E-4
108	2.0806483298E-4
109	2.0893179055E-4
110	2.0975538276E-4
